word,start,end,duration,rms_mean,zcr_mean,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,label
 but,2103.88,2104.52,0.64,0.06331245,0.131463914,-317.50293,102.21468,1.9153064,9.116167,3.3231106,2.68971,-14.276728,-3.9312696,-13.834184,-2.8336666,-1.8938955,-6.986353,-1.5718155,-1
 I,2104.52,2105.02,0.5,0.05061765,0.153625488,-296.76724,61.83059,19.479939,12.647706,4.263321,6.4376793,0.3047495,5.2647066,-2.1018946,5.809922,2.1250036,-3.1607425,-5.6758986,-1
 was,2106.06,2106.74,0.68,0.059755098,0.113658558,-349.54254,102.09708,37.680435,8.420709,-16.14325,-1.4341034,-2.1643128,-10.847173,-11.530179,-10.305819,-4.6684723,-8.309261,-8.49948,-1
 wearing,2106.74,2107.42,0.68,0.1131612,0.047496449,-218.58241,114.06406,-15.717465,22.181627,-7.0967073,-14.696481,-17.689512,-3.8270636,-17.356337,-20.6765,3.7817223,-13.9759035,-8.845861,-1
 shackles,2107.42,2108.98,1.56,0.038859103,0.176737883,-342.5543,77.68858,6.295713,12.491806,-5.7095604,-3.8962266,-10.815364,6.217426,-10.73069,-2.7442617,-3.6354754,-6.9257874,-8.740791,-1
 I,2108.98,2109.44,0.46,0.055929363,0.266992188,-274.06757,56.72767,9.571167,-32.51132,-3.6310797,2.4877105,3.2863045,10.579031,-17.916315,12.75718,-8.285766,-2.1968086,-8.304805,-1
 was,2109.44,2109.78,0.34,0.062429998,0.077947443,-271.18222,131.91959,5.6886163,0.3043559,-6.8210616,1.5752441,-15.638553,-3.6899712,-28.771746,-20.244879,-2.3716793,-17.2554,-14.069177,-1
 wearing,2109.78,2110.38,0.6,0.07460726,0.100920025,-262.5153,93.14726,-12.395643,22.129107,8.237607,-8.666925,-16.905651,-1.7023758,-15.943846,-12.476367,-0.15254322,-8.578101,-7.7668266,-1
 shackles,2110.38,2111.94,1.56,0.037864964,0.206792092,-320.419,70.094376,6.019976,14.906205,1.5297425,-1.2499635,-3.1926317,1.2741256,-9.572683,-2.1085405,-4.3975863,-6.856814,-6.697201,-1
 some,2111.94,2113.22,1.28,0.031010406,0.340832222,-381.4967,23.167904,29.742605,-0.95879585,11.686157,14.927953,-2.0697455,6.5812616,-0.93394023,6.876834,-1.27315,1.635485,-1.388756,-1
 people,2113.22,2113.58,0.36,0.11825655,0.059773763,-181.17714,91.41293,0.2714084,30.262575,2.0916796,-9.324414,-18.313066,9.962524,-22.058222,-11.502105,-0.004600684,-7.578508,-11.997628,-1
 now,2113.58,2113.92,0.34,0.13559176,0.057750355,-184.051,142.05675,-20.52008,-10.071204,-11.640031,-9.608008,-1.2628791,2.7882516,-24.88571,8.496077,3.3934462,-13.56648,0.22151513,-1
 say,2113.92,2114.3,0.38,0.13173236,0.213785807,-154.30945,71.17061,16.051508,6.0070724,-0.2567247,-6.532654,-17.191086,-5.710402,-9.075188,0.089279175,-4.8436584,-1.6429762,-0.3363715,-1
 I,2114.3,2114.58,0.28,0.16002005,0.060763889,-143.35947,121.35034,-65.66904,-1.2026877,-27.358536,-27.777565,-35.610928,1.7634435,-17.938488,-1.6790204,6.1642184,-2.8381503,-8.559864,-1
 talk,2114.58,2114.98,0.4,0.07120107,0.124323918,-292.43564,105.045204,8.416085,10.347111,-16.878393,-17.109188,1.9983693,-0.040582657,-10.853454,-0.90908426,-11.944205,-4.051254,-15.167594,-1
 too,2114.98,2115.3,0.32,0.022112481,0.171963778,-320.12692,69.5721,0.81182843,13.121879,0.6668567,-12.035983,3.5465815,-9.584296,-10.9393215,-1.655795,-12.218723,-6.223764,-6.618582,-1
 much,2115.3,2115.7,0.4,0.07421502,0.100435697,-258.6297,114.56908,-13.892477,-2.0069835,-14.422835,-13.523002,8.954084,-2.5973613,-18.658699,1.6443007,-3.3808534,-9.051259,-18.979008,-1
 Pam,2115.7,2116.02,0.32,0.06438858,0.121271307,-190.59064,106.12347,-40.254562,3.0476573,3.541465,-0.46825552,1.984615,-0.9777336,-5.128,13.365272,-4.9930706,5.965034,-20.077187,-1
 to,2116.02,2116.36,0.34,0.047478486,0.139781605,-222.9833,63.87279,10.77511,25.464233,-6.7062974,12.35202,-11.570126,1.3181112,-16.52159,-21.002953,-9.180035,-13.760369,-10.318976,-1
 a,2116.36,2116.74,0.38,0.053915743,0.277099609,-233.88521,39.70438,2.0720327,30.351059,-34.45338,-0.29298076,-20.970053,-6.160156,-5.6885324,-36.1611,12.154071,-10.454696,-9.819741,-1
 charge,2116.74,2117.06,0.32,0.16843313,0.09321733,-129.48523,97.52583,-42.455257,-18.136415,-31.393236,-5.7335796,-17.24849,-14.247138,-26.776945,-6.2662587,-2.8626313,0.4365084,-12.185772,-1
 a,2117.06,2117.76,0.7,0.01794907,0.288418857,-413.32727,30.84259,4.098771,14.549191,-6.6375165,-0.38121012,-2.0871627,-7.4313464,-4.2158017,3.1943717,-5.6633554,-1.1721535,-5.826866,-1
 charge,2117.76,2118.1,0.34,0.16264033,0.158824574,-184.08891,58.92877,-23.105915,-10.029316,-25.623272,-13.090222,-13.825806,-6.808643,-26.968184,1.0228896,-6.957562,-1.7009898,-12.785949,-1
 to,2118.1,2118.34,0.24,0.05048666,0.290405273,-215.84814,14.576164,-2.5566726,32.613678,0.19123411,-1.7046912,2.0412612,-21.138813,-12.544271,-7.745338,-11.627371,-3.5684996,-9.622409,-1
 which,2118.34,2118.6,0.26,0.12360079,0.084472656,-232.25722,96.02122,-21.551214,7.203425,-12.073162,-11.429935,-9.326488,-14.446991,-18.055065,-23.478535,-5.319691,-15.083004,-7.9146357,-1
 I,2118.6,2118.78,0.18,0.15179074,0.100179036,-114.105644,86.73404,-36.48937,4.782825,-15.465897,-16.070868,-27.735962,-18.523708,-15.337857,-1.7192354,-1.4186811,-7.269098,-15.490689,-1
 willingly,2118.78,2119.12,0.34,0.13029826,0.0546875,-179.94432,104.12134,-33.370285,14.807467,-21.9232,-18.018599,-15.337677,-20.906603,-19.200611,-28.757574,6.055189,-21.624777,-6.1923137,-1
 plead,2119.12,2119.62,0.5,0.070077464,0.124481201,-184.73222,51.11393,-14.192089,48.6821,-11.613435,-4.8327684,-15.871323,-1.4061594,-25.508423,-13.010601,-2.4863563,-11.729649,-15.902344,-1
 guilty,2119.62,2120.12,0.5,0.10757503,0.12387085,-200.62634,69.60117,-0.12986565,24.100967,-14.826647,-6.707911,-16.927786,1.5688231,-24.871525,-16.005579,-4.041096,-9.534772,-3.3557692,-1
 but,2120.12,2120.58,0.46,0.06715664,0.162239583,-263.28604,74.88035,-4.497456,56.036545,-14.354686,-2.1301055,-10.802366,9.524919,-19.690495,-18.153627,4.5150776,-8.959919,-10.028835,-1
 I,2120.58,2120.82,0.24,0.14035946,0.079284668,-119.99237,131.63675,-38.964825,-47.007763,-6.0717926,-19.819485,-20.194735,1.7720714,-22.558922,-5.4210777,10.827425,-13.716564,-13.276906,-1
 have,2120.82,2121.02,0.2,0.061318494,0.044154576,-218.70053,124.00221,-12.125588,-17.990854,-3.7591438,-23.438555,-2.8632452,6.048741,-10.368314,-8.750931,-2.1259484,-23.60847,-7.951155,-1
 waited,2121.02,2121.38,0.36,0.09902049,0.131062826,-246.93791,76.466415,-13.763995,23.043467,-17.858923,-13.320554,-14.412769,-4.850001,-11.76527,-26.978012,3.7284348,-14.528591,-7.6046777,-1
 for,2121.38,2121.7,0.32,0.04510931,0.222700639,-233.83223,51.71971,8.166256,30.80263,-8.081962,-14.100712,-12.056711,-2.205385,-12.327163,-26.644197,-5.6641736,-14.401147,-10.648746,-1
 more,2121.7,2122.02,0.32,0.086930275,0.053844105,-277.00406,126.24356,21.819159,14.718857,-53.08121,-12.505248,-18.412434,4.436475,-12.392117,-24.7458,17.440924,-32.903732,-7.1822343,-1
 than,2122.02,2122.28,0.26,0.078647755,0.059244792,-243.48961,111.87497,-0.39318383,12.098118,-2.4752626,6.9219418,-20.928158,-12.694485,-22.837757,-15.421016,10.315559,-30.034475,-1.7944696,-1
50,2122.28,2123.12,0.84,0.025034456,0.303023727,-352.52658,35.790756,-5.183875,8.758991,7.7792053,-6.6324267,-9.26913,-0.8414454,-3.6349351,-2.387935,-4.6224675,-2.209629,-1.125883,-1
 years,2123.12,2123.78,0.66,0.07107351,0.098725818,-274.6026,58.943493,-8.065753,48.368942,-7.3787065,-13.59938,-29.840088,8.729591,-23.465971,-19.978024,10.691641,-27.274443,-8.263851,-1
 to,2123.78,2124.08,0.3,0.020181354,0.348193359,-265.73203,-2.333522,50.646782,28.687841,10.513341,12.614909,0.69491816,-4.6471515,0.41176358,-0.30334586,-10.977732,-0.42351562,-9.944115,-1
 be,2124.08,2124.32,0.24,0.021951307,0.052612305,-338.4848,100.49629,3.1876273,77.4384,21.537458,-10.251018,-1.6993868,-2.544231,-18.069077,-16.485054,-11.554483,-8.048935,-20.81158,-1
 able,2124.32,2124.62,0.3,0.08811417,0.042285156,-197.66,125.94231,-4.115596,45.47338,-19.334324,-15.387106,-24.008276,6.233836,-38.369667,-25.401426,1.2582412,-15.968823,-4.216428,-1
 to,2124.62,2124.9,0.28,0.04826413,0.12641059,-273.21622,98.59677,36.829857,2.4445124,5.637503,7.6101584,-10.3896885,14.300744,-14.682057,-6.760604,-7.561747,-8.996757,3.1587937,-1
 say,2124.9,2125.26,0.36,0.06884455,0.318969727,-211.81409,39.30728,37.667904,15.4658785,21.661829,-9.247021,-18.290985,10.837811,-11.534599,-3.0674703,-4.181464,-2.4015362,-1.1329716,-1
 exactly,2125.26,2125.92,0.66,0.066188514,0.144554501,-229.38747,71.78265,-4.022786,31.27662,8.456429,-18.83904,-22.61987,8.544125,-22.182945,-15.954604,-4.2021155,-19.56916,-13.095095,-1
 what,2125.92,2126.18,0.26,0.07542876,0.038519965,-247.10826,140.55367,-8.916957,18.470707,-14.756243,-29.6743,-6.645165,-0.24381198,-15.26079,-27.356485,-10.848886,-8.147117,-16.81644,-1
 I,2126.18,2126.34,0.16,0.070168346,0.039957682,-224.44112,172.51988,-29.365196,-10.0878525,2.764347,-18.492468,-4.89396,-19.417677,-28.55957,-4.6528277,4.389732,-8.637309,-21.007666,-1
 want,2126.34,2126.5,0.16,0.046961445,0.030924479,-302.22815,159.49832,35.089195,1.0343695,-26.653612,-24.156832,-5.748966,11.798718,-8.758926,-2.5064695,-2.0846474,-7.2293954,-15.414603,-1
 to,2126.5,2126.74,0.24,0.02854133,0.162780762,-309.45242,71.58621,61.11419,17.214006,24.946224,17.119091,-14.965903,2.174457,-12.21989,6.3679314,-8.847481,-16.168364,-2.1587641,-1
 say,2126.74,2127.26,0.52,0.042615827,0.245950138,-258.8243,43.34848,20.203684,38.116272,5.2494187,-21.68541,-29.805458,13.069957,-27.085346,-9.093732,-8.496111,-4.285815,-8.213127,-1
 the,2127.26,2128.42,1.16,0.025524478,0.169552365,-380.24905,62.53969,-7.339629,17.655266,13.708066,-1.2467709,-6.755931,-5.9011674,-6.649879,-2.4448647,-4.148114,-8.934744,-5.285663,-1
 debilitating,2128.42,2129.5,1.08,0.14066823,0.123621324,-180.29301,72.375496,-4.43409,24.203785,4.2593284,-11.604187,-24.727402,-1.7207538,-16.951742,-10.182015,-3.7711406,-14.188059,-2.7410715,-1
 oral,2129.5,2130.34,0.84,0.09951831,0.09552228,-303.781,126.876015,26.93596,9.737504,-25.36416,-24.371988,-17.498337,-4.2411613,-22.393023,-9.16648,-9.40322,-13.570548,-7.3578906,-1
 shackles,2130.34,2131.4,1.06,0.067335315,0.18903665,-237.91437,78.10127,2.4651084,3.53152,-9.348835,-11.002731,-16.916185,5.767024,-13.99841,-5.36562,-7.0568066,-13.299186,-2.9098532,-1
 that,2131.4,2132.54,1.14,0.027195368,0.295247396,-389.9843,36.877274,6.764562,-1.3215636,7.693268,3.8397532,-13.784176,1.0381142,-5.328529,5.22041,-2.4000807,-8.067512,-1.5949111,-1
 inhibited,2132.54,2133.62,1.08,0.10604882,0.138987822,-210.56175,61.501686,14.148761,37.633087,-1.304514,-18.262142,-21.365776,8.773328,-26.996017,-14.1279745,-3.0723977,-15.239143,-9.16291,-1
 me,2133.62,2133.98,0.36,0.076295935,0.046305339,-265.5231,72.205124,14.850666,55.685017,-12.039783,1.1246163,-32.242676,1.0104028,-26.839087,-31.446981,10.761523,-28.48397,-13.207508,-1
 since,2133.98,2134.44,0.46,0.042867493,0.311132813,-256.8708,25.923077,40.4588,42.501644,11.04436,-12.884261,-17.317747,14.047171,-24.873158,-15.385711,-0.4795376,-9.816981,-10.882034,-1
 childhood,2134.44,2135.32,0.88,0.0625173,0.203839983,-248.0652,81.04176,-11.766482,3.573314,-14.413012,-1.2578676,-1.6862137,-2.4630978,-19.427122,-3.33547,-2.2099855,-5.5692067,-4.976184,-1
 have,2135.32,2136.24,0.92,0.048478488,0.177161907,-353.5134,82.01503,-19.882362,-4.253632,2.7722569,-4.339382,-1.8384027,-0.8500302,-7.5599227,-2.8196816,4.4713764,-7.7532263,-2.6045182,-1
 finally,2136.24,2136.78,0.54,0.123573795,0.192871094,-147.81293,76.7051,-14.390117,-19.027533,-21.143728,-11.581611,-9.188013,2.2424462,-19.981169,-4.6396537,1.4467417,-4.0946665,-6.7617536,-1
 been,2136.78,2137.14,0.36,0.10065498,0.064371745,-187.25728,64.170616,-9.351283,44.121265,-5.0950184,-12.892929,-28.983673,9.0251665,-32.28744,-30.799356,13.808055,-21.155472,-14.446166,-1
 removed,2137.14,2137.72,0.58,0.1066878,0.039216694,-266.57425,129.76471,5.665507,22.54921,-26.758333,1.0496302,-22.927721,-11.747537,-13.356776,-27.983437,5.069249,-23.769041,-24.09949,-1
 and,2137.72,2138.26,0.54,0.025894541,0.180147059,-309.7788,72.669205,10.010506,8.1942215,-6.978315,-0.26333123,-12.519304,0.5321261,-2.549499,-2.4068167,-3.8927622,-9.362068,-6.84866,-1
 I,2138.26,2138.46,0.2,0.10097138,0.082310268,-126.30913,127.45642,-32.109276,-37.19827,12.1494465,-10.954572,-30.383545,12.13381,-13.683211,3.8591285,-2.718393,-19.017115,-6.6653852,-1
 can,2138.46,2138.68,0.22,0.04629424,0.089704241,-267.91354,95.46638,5.9968295,26.338,11.618957,7.348302,-22.474125,16.203148,-7.5621767,-5.542657,15.353383,-15.016478,-1.0260494,-1
 pluck,2138.68,2139.22,0.54,0.054062933,0.148035386,-247.66093,114.30325,-18.165865,6.3564596,-20.765984,-9.757,0.3873199,2.5989904,-10.726024,-3.681878,2.2351496,-8.312893,-8.947915,-1
 whatever,2139.22,2140.62,1.4,0.014851782,0.206365412,-414.38104,75.74014,-6.0782056,5.97995,5.267047,-2.7046015,-9.020324,-0.6986808,-3.3070185,-2.003153,-4.6132436,-2.50319,-0.39511994,-1
 words,2140.62,2141.22,0.6,0.10429808,0.056023849,-276.8654,132.49773,12.171744,-27.922277,-1.8650078,-4.704661,-18.390518,-2.1387012,-18.44406,-8.488339,-2.8619833,-17.339838,-4.172626,-1
 I,2141.22,2141.44,0.22,0.08794234,0.151157924,-192.33969,104.02844,-14.779143,-16.76513,14.151529,-0.6782592,-35.378887,-5.962228,-11.910041,-0.1394265,7.859231,-11.076731,-11.721161,-1
 choose,2141.44,2141.9,0.46,0.05208664,0.137434896,-299.88223,65.573364,0.8576622,45.595036,-3.4713118,-5.5432644,-9.120172,7.0135913,-18.819859,-13.995724,-14.536315,-12.6441145,-14.783375,-1
 from,2141.9,2142.72,0.82,0.037718493,0.23052509,-324.57794,53.193092,1.6987115,4.662381,-9.947893,4.908364,-1.488093,-10.960929,-9.856903,-2.0364938,-14.040984,-3.7309706,-8.931792,-1
 the,2142.72,2142.92,0.2,0.083826795,0.029296875,-248.72154,93.45109,1.6534817,60.244377,11.92088,-21.704508,-12.203357,3.8613377,-34.782227,-20.428514,-6.917367,-14.820204,-16.90468,-1
 extremities,2142.92,2143.78,0.86,0.07753709,0.185130932,-233.33362,75.8451,-14.027196,21.02323,7.56932,-9.151528,-24.61161,-2.9371612,-15.499885,-7.538023,-4.6183786,-5.1041913,-9.9266405,-1
 of,2143.78,2144.04,0.26,0.06743826,0.158094618,-207.44925,105.01421,11.218304,20.941757,-15.758984,0.7677566,-12.176451,-5.2827153,-20.99222,-20.221031,-8.516964,-0.020994505,-14.719555,-1
 my,2144.04,2144.34,0.3,0.10064481,0.059130859,-246.29688,157.00478,-21.912455,-22.735043,-0.38916856,-6.918847,-9.853441,14.604558,-25.765995,-15.656858,2.859676,-12.924866,-20.193726,-1
 vocabulary,2144.34,2144.94,0.6,0.06754072,0.094135485,-258.94983,139.81528,-19.384869,-1.3273147,-7.5734606,-20.821741,-6.801711,-1.3587669,-8.473511,-11.094746,-4.3830333,-9.567721,-14.798102,-1
 and,2144.94,2145.28,0.34,0.10257821,0.05246804,-209.73639,134.00726,-34.452877,33.715897,1.0728112,-14.665522,-25.954351,-14.591669,-19.394762,-27.7744,-5.2210155,-20.41407,-15.285986,-1
 say,2145.28,2145.6,0.32,0.10664713,0.32643821,-194.09198,20.24487,30.112104,26.327456,5.843784,-14.86723,-23.96002,-4.746823,-14.695737,-15.087921,-7.4187665,-5.232838,-8.556942,-1
 them,2145.6,2145.88,0.28,0.13440499,0.054090712,-160.93344,103.52455,-5.564066,-0.9588446,-0.21893686,-11.052169,-30.964539,-9.143417,-32.192284,-15.624554,8.374266,-15.5346,-15.252029,-1
 without,2145.88,2146.48,0.6,0.10584078,0.104029605,-244.1628,104.91685,-22.10412,-6.970061,-2.160591,-0.097520225,-12.9827795,-8.236363,-15.441578,-9.961582,4.4707804,-13.416767,-11.4104805,-1
 the,2146.48,2146.86,0.38,0.08560867,0.177490234,-262.11533,77.86606,-5.108675,-4.5118384,-14.539012,-1.0898048,-7.669927,-11.920131,-12.237044,-2.9311464,-7.9119105,-9.955765,0.44082284,-1
 fear,2146.86,2147.28,0.42,0.16901292,0.207833426,-163.35466,40.2983,-16.391056,22.38641,-6.131985,-16.114325,-18.524567,3.8475282,-9.74016,-18.765915,5.678187,-7.1485014,-5.2675567,-1
 of,2147.28,2147.54,0.26,0.11131725,0.08843316,-180.46297,124.599625,-34.563564,-23.512032,-10.17786,-15.959819,-23.372183,-14.805398,-37.110577,-12.839935,3.2578917,-10.158687,-14.293645,-1
 stuttering,2147.54,2148,0.46,0.078653246,0.28766276,-186.27632,34.876392,6.082093,-6.9637275,3.255796,-1.6554865,-14.364219,-6.444774,-9.500278,2.0078013,-4.547214,-10.620268,-5.5381336,-1
 there's,2148,2148.5,0.5,0.077674136,0.052947998,-243.77573,105.28407,2.099884,30.708038,14.944711,-18.099712,-26.077847,-12.401842,-13.864147,-19.060026,-3.5005968,-14.439673,-10.115134,-1
 no,2148.5,2148.68,0.18,0.12600341,0.043294271,-185.4789,159.60713,-14.539996,-11.639785,-17.140581,-14.416954,-13.4712105,-11.352134,-25.168425,-20.169233,4.048926,-18.185453,-5.9835243,-1
 fear,2148.68,2149.12,0.44,0.14827213,0.188267299,-147.00996,75.03583,-4.073307,0.4435696,-1.7611392,-24.737595,-20.315563,1.549345,-5.095421,-10.501897,2.7218812,-11.4327,1.8584144,-1
 I,2149.12,2149.88,0.76,0.034663446,0.179036458,-351.5186,93.025665,-23.788376,-17.922728,-2.708129,-2.986581,1.8993621,2.6871128,-0.57550186,9.959863,1.2932888,-9.291434,-6.484404,-1
 still,2149.88,2150.22,0.34,0.08670681,0.365012429,-169.19801,13.389164,10.686935,14.427853,7.061456,-5.740033,-16.829323,5.8241353,-6.4337983,-5.673248,-1.7004871,-2.0849593,-3.655968,-1
 get,2150.22,2150.54,0.32,0.13960713,0.05189098,-212.7766,114.35932,-7.0473933,-0.1247911,-13.773773,-14.164474,-36.648357,-2.7085,-22.822206,-22.181175,-1.9231002,-18.159441,0.721724,-1
 the,2150.54,2150.78,0.24,0.017066926,0.20111084,-344.1729,55.968285,6.9502635,35.26199,10.868588,-11.035772,-7.3094273,0.35820007,-10.913574,-20.4454,-0.61903524,-7.9890304,-13.793415,-1
 occasional,2150.78,2151.66,0.88,0.08708463,0.122628348,-216.8016,72.51346,-14.963501,35.555286,-15.586601,-10.94682,-21.785898,7.644815,-22.410192,-21.272339,1.096962,-18.849339,-11.675914,-1
 very,2151.66,2152.44,0.78,0.07990751,0.096914063,-296.7024,132.75328,-14.357488,-8.180933,-0.3759685,-12.018887,-12.945423,-3.9448154,-13.482139,-9.1617155,0.3789082,-8.879276,-7.671091,-1
 occasional,2152.44,2153.22,0.78,0.09612641,0.073925781,-232.20094,102.145485,-11.4713745,38.941757,-15.424978,-10.605038,-23.08292,3.6013978,-30.968916,-25.584139,1.8956642,-21.460796,-12.226452,-1
 reminder,2153.22,2154.02,0.8,0.107709154,0.058030349,-240.54648,148.6077,-21.905682,-2.6284907,-4.8671904,-11.314011,-13.174952,-0.64989823,-32.144993,-20.002934,6.9313536,-12.329208,-13.553229,-1
 but,2154.02,2155.04,1.02,0.05202624,0.163070679,-338.31226,92.38223,-14.277658,3.5449328,-3.5349588,-1.142828,-12.517279,-5.7550735,-9.630634,1.1916064,2.444994,-8.713905,-1.2968886,-1
 they,2155.04,2155.38,0.34,0.11601679,0.18248402,-258.4215,85.36622,-7.5223145,22.382017,14.997628,-30.912361,-15.145929,-4.8807416,-14.203327,-13.267795,-6.8209233,-9.561737,0.23989703,-1
 are,2155.38,2155.7,0.32,0.14402097,0.070223722,-155.94753,139.86041,-31.77572,-32.765816,-26.243568,-17.501844,5.3984804,-8.897906,-6.71889,-12.076613,1.5515765,-0.2483191,-12.241483,-1
 few,2155.7,2156.36,0.66,0.06450313,0.201915923,-275.0441,69.56758,-6.849313,21.814266,3.8754916,-8.96484,-3.8241134,-0.6110841,0.6020387,-17.715666,1.1363577,-7.1881146,-10.939186,-1
 and,2156.36,2157.3,0.94,0.046249144,0.137044271,-336.77814,105.93568,-5.320772,-13.259638,5.4334664,-3.4627812,-7.7327194,7.4985948,-11.636159,2.0337403,-10.941442,-13.393024,-11.426236,-1
 far,2157.3,2157.92,0.62,0.07273281,0.203198242,-290.0556,92.69498,4.2873406,2.093454,-19.98265,-10.815792,8.641037,-5.386145,4.4325786,-8.741167,-10.514194,-4.245597,-5.6710176,-1
 between,2157.92,2158.38,0.46,0.05425221,0.087890625,-277.24402,111.005714,-11.437552,29.225056,0.3009093,-5.12623,-4.8355265,-7.2784295,-6.047427,-15.24332,-6.2963667,-6.285285,-15.242676,-1
 and,2158.38,2158.88,0.5,0.058396928,0.090087891,-269.14557,91.369545,-6.539571,47.074226,0.51841664,-10.05499,-10.460815,1.0309186,-20.65173,-11.17765,-3.9326909,-20.177025,-16.737514,-1
 yes,2158.88,2159.22,0.34,0.15313745,0.113769531,-116.22891,68.755775,-13.523052,14.160931,-15.279938,-26.40026,-30.575722,5.175733,-16.219646,-11.067562,-2.3266706,-10.370362,-6.4533825,-1
 I,2159.22,2160.06,0.84,0.047561113,0.340350116,-347.34573,23.864748,-4.3716683,-15.017619,-8.275654,3.7896543,-5.37988,5.7954407,-7.850086,6.7155905,-4.9978733,-1.9259671,-2.275637,-1
 am,2160.06,2160.26,0.2,0.12928016,0.063337054,-147.07326,98.72692,-32.31793,-22.668423,-15.62966,-16.946796,-15.52105,8.020532,-19.672056,-1.5440592,0.5208145,-17.17779,1.9175369,-1
 a,2160.26,2160.38,0.12,0.13602793,0.059204102,-120.697365,106.93173,1.3475263,-26.703608,-40.32069,-20.159569,-4.7261033,-8.069737,-23.340313,-17.016209,2.6088765,7.1582637,-12.047323,-1
 much,2160.38,2160.66,0.28,0.089494325,0.122667101,-216.64229,84.82386,-28.713583,2.333834,-16.133133,-5.04623,-13.757731,4.240868,-36.577457,-5.0034585,4.065262,-11.523321,-6.831875,-1
 more,2160.66,2160.94,0.28,0.052635126,0.110134549,-310.9352,87.5332,16.798729,30.80175,-30.965689,-22.743025,-9.932767,0.28244284,-20.701973,-5.2168255,-2.7945776,-9.56786,-19.937698,-1
 assertive,2160.94,2161.98,1.04,0.07865177,0.203080611,-194.44164,78.19371,2.5139349,12.087842,-6.3253746,-6.746021,-22.079027,-1.8343971,-12.712,-2.6353445,-1.2433391,-7.5764856,-7.6605687,-1
 individual,2161.98,2162.88,0.9,0.048460875,0.146316002,-331.82138,63.60319,-0.17968881,35.880085,2.30539,-8.960123,-18.734657,-6.140502,-4.8339877,-24.648596,-2.4629216,-11.271128,-8.085081,-1
 you,2162.88,2163.44,0.56,0.063539006,0.054334852,-292.07477,133.055,-5.2370644,26.254423,-7.707986,0.2776449,-10.650838,-9.25104,-16.628332,-31.148857,-5.3934164,-4.731201,-16.634682,-1
 have,2163.44,2164.04,0.6,0.054765057,0.168379934,-295.1778,92.292915,-26.688623,-15.120957,-4.9002013,4.8299317,-0.43221262,-1.6943153,-6.48209,-4.9122586,-2.154435,-10.274318,-7.681928,-1
 to,2164.04,2164.24,0.2,0.03211906,0.132045201,-246.03699,44.71823,17.061533,30.062176,5.1876483,-5.0518804,4.3275375,-7.6715307,2.6843069,-2.1282413,-7.949563,-0.925454,2.0911307,-1
